Unnamed,Source,Category,Date,Author,Title,Tags,Subtitle,Content
0,Rueters,['Fintech'],02-05-2018 11:11,Reuters Staff,India plans to regulate cryptocurrency exchanges: finance minister official,[],"['NEW DELHI (Reuters) - India plans to regulate cryptocurrency exchanges to keep track of transactions conducted there, a finance ministry official said on Monday.']","['NEW DELHI (Reuters) - India plans to regulate cryptocurrency exchanges to keep track of transactions conducted there, a finance ministry official said on Monday.', 'A panel set by the government to look in to issues relating to the cryptocurrencies is expected to submit its report in the current fiscal year, ending on March 31, S.C. Garg, Economic Affairs Secretary told CNBC TV18 news channel.', 'Reporting by Manoj Kumar; Editing by Sanjeev Miglani']"
0,Rueters,['Fintech'],02-05-2018 17:02,Reuters Staff,Virgin money bans cryptocurrency purchases on its credit cards,[],"['LONDON (Reuters) - Britain?s Virgin Money (VM.L) has banned purchases of cryptocurrencies on its credit cards, a spokesman said on Monday, after similar moves by Lloyds Banking Group (LLOY.L) and several U.S. investment banks.']","['LONDON (Reuters) - Britain?s Virgin Money (VM.L) has banned purchases of cryptocurrencies on its credit cards, a spokesman said on Monday, after similar moves by Lloyds Banking Group (LLOY.L) and several U.S. investment banks.', '?Following a review of our policies, I can confirm customers will no longer be able to use their Virgin Money credit card to purchase cryptocurrencies,? the spokesman said. ?This only applies to our credit cards and not our debit card.?', 'Reporting by Emma Rumney; Editing by Edmund Blair']"
