,Time,Open,High,Low,Close,Volume
1368,2014-10-09T13:18:00+0530,224.17,224.2,224.09,224.17,1050
1369,2014-10-09T13:19:00+0530,224.2,224.2,224.09,224.19,1245
1370,2014-10-09T13:20:00+0530,224.2,224.27,224.09,224.13,753
1371,2014-10-09T13:21:00+0530,224.1,224.43,224.09,224.33,14046
1372,2014-10-09T13:22:00+0530,224.4,224.43,224.17,224.17,8433
1373,2014-10-09T13:23:00+0530,224.29,224.32,224.09,224.27,2667
1374,2014-10-09T13:24:00+0530,224.29,224.32,224.1,224.25,1992
1375,2014-10-09T13:25:00+0530,224.13,224.3,224.1,224.23,10149
1376,2014-10-09T13:26:00+0530,224.23,224.33,224.09,224.09,1566
1377,2014-10-09T13:27:00+0530,224.13,224.43,224,224.39,10647
1378,2014-10-09T13:28:00+0530,224.37,224.99,224.37,224.85,30567
1379,2014-10-09T13:29:00+0530,224.87,224.93,224.5,224.67,18744
1380,2014-10-09T13:30:00+0530,224.72,224.99,224.57,224.72,10608
1381,2014-10-09T13:31:00+0530,224.75,224.75,224.5,224.67,7836
1382,2014-10-09T13:32:00+0530,224.59,225,224.57,224.67,13842
1383,2014-10-09T13:33:00+0530,224.67,224.8,224.42,224.42,20037
1384,2014-10-09T13:34:00+0530,224.55,224.7,224.4,224.53,3495
1385,2014-10-09T13:35:00+0530,224.53,224.65,224.49,224.53,1080
1386,2014-10-09T13:36:00+0530,224.53,224.6,224.49,224.5,1392
1387,2014-10-09T13:37:00+0530,224.5,224.57,224.5,224.57,498
1388,2014-10-09T13:38:00+0530,224.57,224.63,224.53,224.53,1140
1389,2014-10-09T13:39:00+0530,224.53,224.53,224.49,224.49,1059
1390,2014-10-09T13:40:00+0530,224.49,224.63,224.45,224.63,924
1391,2014-10-09T13:41:00+0530,224.65,224.65,224.45,224.5,1116
1392,2014-10-09T13:42:00+0530,224.63,224.65,224.5,224.62,912
1393,2014-10-09T13:43:00+0530,224.62,224.65,224.5,224.5,258
1394,2014-10-09T13:44:00+0530,224.6,224.6,224.23,224.23,4137
1395,2014-10-09T13:45:00+0530,224.2,224.37,224.17,224.37,972
1396,2014-10-09T13:46:00+0530,224.37,224.47,224,224,5199
1397,2014-10-09T13:47:00+0530,224.13,224.17,224,224,435
1398,2014-10-09T13:48:00+0530,224.13,224.97,224.02,224.55,23805
1399,2014-10-09T13:49:00+0530,224.6,224.82,224.52,224.69,1788
1400,2014-10-09T13:50:00+0530,224.69,224.69,224.39,224.53,3267
1401,2014-10-09T13:51:00+0530,224.55,224.83,224.53,224.62,2766
1402,2014-10-09T13:52:00+0530,224.5,224.62,224.35,224.35,1053
1403,2014-10-09T13:53:00+0530,224.6,224.6,224.35,224.47,432
1404,2014-10-09T13:54:00+0530,224.47,224.5,224.47,224.47,339
1405,2014-10-09T13:55:00+0530,224.47,224.63,224.39,224.55,1197
1406,2014-10-09T13:56:00+0530,224.63,224.63,224.37,224.53,1959
1407,2014-10-09T13:57:00+0530,224.4,224.42,224.37,224.42,597
1408,2014-10-09T13:58:00+0530,224.6,224.6,224.33,224.35,1686
1409,2014-10-09T13:59:00+0530,224.47,224.5,224.15,224.23,912
1410,2014-10-09T14:00:00+0530,224.23,224.39,224.17,224.39,993
1411,2014-10-09T14:01:00+0530,224.32,224.33,224.02,224.02,2850
1412,2014-10-09T14:02:00+0530,224.19,224.19,223.69,223.73,11172
1413,2014-10-09T14:03:00+0530,223.5,223.73,223.33,223.57,16440
1414,2014-10-09T14:04:00+0530,223.6,223.85,223.4,223.52,3987
1415,2014-10-09T14:05:00+0530,223.52,223.72,223.45,223.67,5832
1416,2014-10-09T14:06:00+0530,223.69,223.75,223.55,223.65,2463
1417,2014-10-09T14:07:00+0530,223.53,224.03,223.53,223.85,4158
1418,2014-10-09T14:08:00+0530,224,224.07,223.89,224,4407
1419,2014-10-09T14:09:00+0530,224.03,224.09,223.92,224,2646
1420,2014-10-09T14:10:00+0530,224.02,224.03,223.89,224.02,5850
1421,2014-10-09T14:11:00+0530,224.03,224.1,224,224,4674
1422,2014-10-09T14:12:00+0530,224,224.07,223.83,223.83,1749
1423,2014-10-09T14:13:00+0530,223.93,223.93,223.72,223.77,2901
1424,2014-10-09T14:14:00+0530,223.72,224,223.7,223.85,2559
1425,2014-10-09T14:15:00+0530,223.97,224.3,223.82,224.23,2859
