,Time,Open,High,Low,Close,Volume
117,2014-03-03T11:12:00+0530,668.95,669.2,668.8,668.8,1968
118,2014-03-03T11:13:00+0530,668.85,669.15,668.85,668.95,1369
119,2014-03-03T11:14:00+0530,668.25,668.75,668.25,668.45,920
120,2014-03-03T11:15:00+0530,668.45,668.9,668.4,668.75,1070
121,2014-03-03T11:16:00+0530,668.85,669,668.55,668.6,1957
122,2014-03-03T11:17:00+0530,669,669.6,668.65,668.95,5565
123,2014-03-03T11:18:00+0530,668.95,669.55,668.7,669.55,3131
124,2014-03-03T11:19:00+0530,669,670,669,669.1,4094
125,2014-03-03T11:20:00+0530,669.65,669.75,669.05,669.55,1736
126,2014-03-03T11:21:00+0530,669.4,669.8,669.1,669.3,2091
127,2014-03-03T11:22:00+0530,669.3,669.6,669.15,669.2,655
128,2014-03-03T11:23:00+0530,669.7,669.95,669.25,669.3,1782
129,2014-03-03T11:24:00+0530,669.75,669.9,669.4,669.9,1442
