Time,Title,Day,MeanVol-30,StddevVol-30,MeanVol+30
2016-10-13T13:47:00,"['Buy  Bank of Baroda , target Rs  203  :   Motilal Oswal Securities']",Thursday,48334.3,29311.130039798874,28445.433333333334
2016-10-13T13:47:00,"['Buy  Bank of Baroda , target Rs  203  :   Motilal Oswal Securities']",Thursday,48334.3,29311.130039798874,28445.433333333334
2016-11-15T10:07:00,"['Bank of Baroda surges over 6% on reporting 4-fold rise in Q2 net profit, should you buy?']",Tuesday,209991.16666666666,110840.96323083308,156391.3
2016-12-15T12:28:00,['Buy  Bank of Baroda  target Rs  176  :   Gaurav Ratnaparki'],Thursday,5138.2,5674.29057181013,8870.633333333333
2017-02-03T13:11:00,['Buy  Bank of Baroda  with a target of Rs  188     Kunal Bothra'],Friday,19980.2,15003.306189859177,19111.7
2017-02-10T10:59:00,['Bank of Baroda likely to post a net profit of Rs 625 crore in December quarter'],Friday,46626.433333333334,35468.66726439298,64272.46666666667
2017-02-10T10:59:00,['Bank of Baroda likely to post a net profit of Rs 625 crore in December quarter'],Friday,46626.433333333334,35468.66726439298,64272.46666666667
2017-02-10T10:59:00,['Bank of Baroda likely to post a net profit of Rs 625 crore in December quarter'],Friday,46626.433333333334,35468.66726439298,64272.46666666667
2017-02-10T10:59:00,['Bank of Baroda likely to post a net profit of Rs 625 crore in December quarter'],Friday,46626.433333333334,35468.66726439298,64272.46666666667
2017-02-13T10:16:00,['Bank of Baroda shares slip over 7% despite reporting nearly Rs 253 crore net profit in Q3'],Monday,87074.93333333333,88246.72864566835,41040.9
2017-02-13T10:16:00,['Bank of Baroda shares slip over 7% despite reporting nearly Rs 253 crore net profit in Q3'],Monday,87074.93333333333,88246.72864566835,41040.9
2017-02-15T14:11:00,"['Tata Motors, Sun Pharma, Bank of Baroda among top losers in Nifty50 pack']",Wednesday,30579.366666666665,21567.03558594819,36759.5
2017-02-21T11:58:00,"['Buy  Bank of Baroda,  target Rs  172  :   Reliance Securities']",Tuesday,22919.5,21223.00793282297,20332.133333333335
2017-03-15T12:46:00,['Buy  Bank of Baroda  with a target of Rs  188  â   Rahul Randeria'],Wednesday,10179.533333333333,5873.350087376785,16749.233333333334
2017-03-23T10:41:00,['Bank of Baroda inches up amid talks of stake sales in insurance arm'],Thursday,17212.433333333334,17256.084279046492,21020.433333333334
2017-03-29T12:35:00,['Bank of Baroda PMLA case: ED arrests two businessmen'],Wednesday,14635.166666666666,8410.365355057744,19660.433333333334
2017-04-18T13:17:00,"['After SBI merger, now Punjab National Bank and Bank of Baroda may take over smaller lenders']",Tuesday,28936.433333333334,29319.447262506314,25928.233333333334
2017-05-04T11:43:00,"['Cabinet clearing ordinance to amend Banking Regulation Act a positive step: Ashok Kumar Garg, Bank of Baroda']",Thursday,24649.033333333333,19650.118590792837,15498.266666666666
2017-05-19T12:23:00,"['Do not need capital infusion from govt, will reduce NPA to Rs 3,000 crore: PS Jayakumar, MD & CEO, Bank of Baroda']",Friday,59169.566666666666,32376.651107120735,53762.03333333333
2017-05-19T12:23:00,"['Do not need capital infusion from govt, will reduce NPA to Rs 3,000 cr: PS Jayakumar, MD & CEO, Bank of Baroda']",Friday,59169.566666666666,32376.651107120735,53762.03333333333
2017-06-30T13:37:00,['Nomura upgrades Bank of Baroda to buy'],Friday,29158.833333333332,16669.99590698477,28077.966666666667
2017-06-30T13:37:00,['Nomura upgrades Bank of Baroda to buy'],Friday,29158.833333333332,16669.99590698477,28077.966666666667
