id,number_of_retweets,number_of_favorites,created_at,text
997393449757261824,2,3,2018-05-18 08:28:23,b'#BQStocks | Nifty Pharma declines over 14% so far this year. https://t.co/pls4fuGQSt https://t.co/yLZ8754cAn'
997390080678346753,2,2,2018-05-18 08:15:00,"b""BQ Portfolio | Clearfunds' @kuna1bajaj on why people should understand the difference between regular and direct in\xe2\x80\xa6 https://t.co/jL3lA1KGbm"""
997388294500462592,1,0,2018-05-18 08:07:54,"b"".@NestleIndia's Chairman Suresh Narayanan on how the Walmart-Flipkart deal could change retail in India and the imp\xe2\x80\xa6 https://t.co/UHJ3bkLu3Z"""
997386961089249281,3,1,2018-05-18 08:02:36,"b""BJP leader @seshadrichari &amp; Alok Prasanna Kumar (@alokpi) weigh in on Supreme Court's order for #FloorTest in Karna\xe2\x80\xa6 https://t.co/pOUeBEct0j"""
997386307939815424,1,4,2018-05-18 08:00:01,"b""Here's what brokerages had to say about Voltas\nhttps://t.co/DqKDVbwhHx"""
997383521562865666,6,7,2018-05-18 07:48:56,b'#BQStocks | Avenue Supermarts falls over 6% after founder plans to sell shares in order to meet shareholding norms.\xe2\x80\xa6 https://t.co/rHcgQsp5wz'
997383235419029504,2,2,2018-05-18 07:47:48,b'#JustIn | DEA Secretary Subhash Chandra Garg to brief media on economic issues at 6 pm today.\xe2\x80\xa6 https://t.co/5GLoGIxKCX'
997383187507494912,5,17,2018-05-18 07:47:37,"b""Avenue Supermarts' founder to sell shares to meet shareholding norm. https://t.co/Fxa0fl8Go4"""
997382530037833729,2,2,2018-05-18 07:45:00,"b'Oil\xe2\x80\x99s rise to $80 a barrel is stoking concerns that the price rally will erode demand, but OPEC\xe2\x80\x99s giants so far are\xe2\x80\xa6 https://t.co/1IsVWMQXPC'"
997381785246842881,0,1,2018-05-18 07:42:02,b'Where will investors find comfort in a market that\xe2\x80\x99s not looking so good? \nhttps://t.co/Pox0Q96FKV https://t.co/qXjKEv5Bem'
997381000794521600,1,2,2018-05-18 07:38:55,b'Cambridge Analytica files U.S. bankruptcy after data scandal.\nhttps://t.co/Ru7eXiIWZt https://t.co/qJXY1VRNag'
997379060144754688,0,0,2018-05-18 07:31:13,b'Power Lunch #BQLive\n- Karnataka #FloorTest tomorrow \n- NCLT slams Jaiprakash Associates\n- Biocon: 7 FDA observations https://t.co/UVEn51Uf2a'
997378755554234368,1,3,2018-05-18 07:30:00,b'China has offered President Trump a $200 billion reduction in its annual trade surplus with the U.S.\xe2\x80\xa6 https://t.co/Uhqpp8ToHV'
997377015408803840,1,2,2018-05-18 07:23:05,"b'Supreme Court orders #FloorTest in Karnataka assembly tomorrow, reports @arpanc_. \nhttps://t.co/xtDxfPh3rD https://t.co/Ym8xNkfaiC'"
997374980517056512,3,4,2018-05-18 07:15:00,"b""How Reebok's 3D technology is breaking the mold. https://t.co/SYFGYSWJ6s"""
997373156783357957,3,3,2018-05-18 07:07:45,b'Supreme Court verdict vindicates our stand: Rahul Gandhi #FloorTest\nhttps://t.co/xtDxfPh3rD https://t.co/HvmywjTUcy'
997372431885975552,8,9,2018-05-18 07:04:52,"b""Time given for #FloorTest is too short; a week's time should have been given, says Former Attorney General of India\xe2\x80\xa6 https://t.co/M97sg77lVz"""
997372418795626496,3,5,2018-05-18 07:04:49,"b'Interim Chief Minister Yeddyurappa cannot take any executive decisions before the #FloorTest, says Abhishek Manu Si\xe2\x80\xa6 https://t.co/U9NchH230o'"
997371343564955648,0,0,2018-05-18 07:00:33,b'Got any stocks or market-related queries? Tweet your questions using #AskBQ. \nWhatsApp | 8291229686\nCall | 022-4540\xe2\x80\xa6 https://t.co/gOzLdenfHX'
997371207925227521,1,2,2018-05-18 07:00:00,b'A sharp debate has broken out over whether India is or isn\xe2\x80\x99t creating new jobs. (Via @bopinion)\nhttps://t.co/8RUASlVpX5'
997371188606156800,1,0,2018-05-18 06:59:56,b'#BQStocks | The mid- and small-cap shares were underperforming larger counterparts. Both the indices fell 0.7% each\xe2\x80\xa6 https://t.co/0qVmmFBPMs'
997369069924794369,2,7,2018-05-18 06:51:31,"b""CM BS Yeddyurappa on Supreme Court's order for #FloorTest.\nhttps://t.co/7Wij9UPBZG https://t.co/N8gEz46XND"""
997367430543360001,0,2,2018-05-18 06:45:00,b'Don\xe2\x80\x99t fear the return of pleated pants.\nhttps://t.co/OaifCBdBx7 https://t.co/Vxsn8bzgJ9'
997367423949946880,8,17,2018-05-18 06:44:58,"b'#KarnatakaVerdict | BJP will prove majority on the floor of the House, tweets HRD Minister Prakash Javadekar.\xe2\x80\xa6 https://t.co/XqaYLW0Jvb'"
997365766675562496,1,0,2018-05-18 06:38:23,b'Karnataka Tussle: Supreme Court asks BS Yeddyurappa to take #FloortTest tomorrow\nhttps://t.co/KJqs2do0xT https://t.co/6ZqfNKFHfU'
997364619177062400,1,6,2018-05-18 06:33:50,b'Hot Money #BQLive\nStrong Q4 from Bajaj Finance. Will rally continue?\nJyothy Labs at lifetime high. Will rally conti\xe2\x80\xa6 https://t.co/C7bX3V4qwC'
997364592278814721,3,2,2018-05-18 06:33:43,"b""Supreme Court will hear Congress-JD(S)'s plea on the Karnataka Governor's decision to invite BJP to form government\xe2\x80\xa6 https://t.co/CNgQdPkP6w"""
997364329518256128,1,4,2018-05-18 06:32:40,b'#BQMarketsNow | India 10 year yield at 7.84%.\nhttps://t.co/rbpGE2nFpP https://t.co/5DC11wvpov'
997363656273752064,1,0,2018-05-18 06:30:00,"b'PayPal is buying  iZettle for $2.2 billion to expand in Europe, Latin America and brick and mortar stores.\xe2\x80\xa6 https://t.co/E15EFRISbh'"
997363393198620672,2,1,2018-05-18 06:28:57,b'#BQMarketsNow | Nifty Midcap Index declines more than 100 points.\nhttps://t.co/rbpGE2nFpP https://t.co/XyPg1NWUYu'
997362939597283329,1,3,2018-05-18 06:27:09,b'#BQMarketsNow | Nifty Smallcap Index declines more than 0.5%.\nhttps://t.co/rbpGE2nFpP https://t.co/pFtVn5jOha'
997361011920224256,1,1,2018-05-18 06:19:29,"b'BJP is ready for the floor test at 4 p.m. tomorrow, says @seshadrichari. #KarnatakaVerdict \nhttps://t.co/7Wij9UPBZG https://t.co/Li2HnAYhqb'"
997359912161165313,1,6,2018-05-18 06:15:07,"b""Supreme Court directs floor test in Karnataka assembly at 4 pm tomorrow. Soli Sorabjee says it's too short a time f\xe2\x80\xa6 https://t.co/jmjt2hFWi4"""
997359881844940800,0,0,2018-05-18 06:15:00,b'Emerging-market central banks are going on the defensive.\nhttps://t.co/aqEZ7O5z2V https://t.co/es8hyX54RG'
997358901812125696,6,6,2018-05-18 06:11:06,b'#KarnatakaVerdict | Supreme Court directs for floor test in Karnataka Assembly at 4 pm tomorrow.\xe2\x80\xa6 https://t.co/E1g2KFUol1'
997357532170543108,7,12,2018-05-18 06:05:40,b'#KarnatakaVerdict | Floor test to take place tomorrow.\nhttps://t.co/7Wij9UPBZG https://t.co/07i7tOZPe9'
997357051486420992,2,5,2018-05-18 06:03:45,"b""#KarnatakaVerdict | BJP's lawyer Mukul Rohatgi opposes the floor test tomorrow.\nhttps://t.co/7Wij9UPBZG https://t.co/PijLzhJnh3"""
997356112864272384,0,0,2018-05-18 06:00:01,"b""Trend Spotting #BQLive\n- Outlook on the AC industry\n- Quess Corp's Q4 report card\n- March quarter earnings picture\xe2\x80\xa6 https://t.co/J67hcwNJhB"""
997356106602119168,3,1,2018-05-18 06:00:00,b'Debt levels that quadrupled in a decade have made emerging markets vulnerable to tightening financial conditions.\nhttps://t.co/iOLhHcRjzJ'
997353894987493376,3,6,2018-05-18 05:51:13,b'#KarnatakaVerdict | Congress-JD(S) ready for floor test tomorrow: Abhishek Manu Singhvi.\nhttps://t.co/7Wij9UPBZG https://t.co/fwcl7DEubJ'
997352331258740737,0,1,2018-05-18 05:45:00,"b'Mahathir Mohamad must temper his contempt for markets, writes @andymukherjee70.\nhttps://t.co/IYeIAL8SwB https://t.co/yWrPEDpr57'"
997350786873966598,10,21,2018-05-18 05:38:52,"b""#KarnatakaVerdict | Supreme Court on Congress-JD(S)'s plea against Karnataka Governor inviting BJP to form governme\xe2\x80\xa6 https://t.co/QDQSSchLzo"""
997349106287706114,0,2,2018-05-18 05:32:11,"b""Regulators should think twice before busting India's banks, writes @mihirssharma.\nhttps://t.co/R8QfbE5Clv https://t.co/yhIbHJoj6C"""
997348556204793857,0,0,2018-05-18 05:30:00,b'Dubai\xe2\x80\x99s ambitious plan to use 3D-printers in construction.\nhttps://t.co/wpsjFv02bL https://t.co/j5zjqBTvM5'
997346676003106816,1,2,2018-05-18 05:22:32,"b""#Q4WithBQ | Decoding Escorts' results with Group CFO Bharat Madan.\nRead: https://t.co/4YxjvLHiI4\nWatch:\xe2\x80\xa6 https://t.co/mWXlT7C32W"""
997344781469650945,2,2,2018-05-18 05:15:00,b'The highly anticipated OnePlus 6 has finally arrived.\nhttps://t.co/yXT6ilqZ1u'
997344127162368000,1,1,2018-05-18 05:12:24,"b'Pope goes off on CDS market, calls derivatives ticking time bomb.\nhttps://t.co/oq9YVZDT3P https://t.co/yaMBw7x435'"
997343282299453440,0,1,2018-05-18 05:09:02,"b""#Q4WithBQ | No call from Alllianz yet on raising stake in the business, says Bajaj Finserv's S Sreenivasan.\nRead:\xe2\x80\xa6 https://t.co/uCp8N2uhez"""
997341007107665920,0,2,2018-05-18 05:00:00,"b'Ramzan ceasefire in Jammu &amp; Kashmir is courageous but it will fail, writes @praveenswami.\nhttps://t.co/XRgfAaQsOG https://t.co/LBzi1ovjcA'"
997338490097586176,4,1,2018-05-18 04:50:00,"b'#BQOpinion | Where is all the FDI into India really coming from and going to, asks @RichardRossow.\xe2\x80\xa6 https://t.co/PB9NPcZNbl'"
997338272245452801,0,3,2018-05-18 04:49:08,"b'Nifty is having a d\xc3\xa9j\xc3\xa0 vu moment, reports @jayeshkhilnani.\nhttps://t.co/qpQSk7Buzz https://t.co/3XudFRDj4n'"
997337232255176704,0,3,2018-05-18 04:45:00,b'Biggest fear for world growth is fear itself.\nhttps://t.co/trvDJmqVNw https://t.co/QI2zGXmaMr'
997336690921385984,2,1,2018-05-18 04:42:51,"b""Here's how much petrol prices have risen in the key metros.\nhttps://t.co/jt7XapYwdW https://t.co/slM2kao4Fe"""
997335973338939392,3,5,2018-05-18 04:40:00,"b""BQ Portfolio | Patience is as important as portfolio construction, says Ambit Capital's Saurabh Mukherjea.\xe2\x80\xa6 https://t.co/LSujwwAvjU"""
997335479103111168,1,2,2018-05-18 04:38:02,"b""India macro picture has deteriorated, says Ambit Capital's Pramod Gubbi.\nWatch: https://t.co/JpZWHHxmrH https://t.co/iTMQArwgoP"""
997334456754102274,1,2,2018-05-18 04:33:58,b'#BQMarketsNow | Hindustan Unilever surpasses ITC market cap for the first time in over a decade.\xe2\x80\xa6 https://t.co/K71lK3R3Sb'
997333932994686976,1,0,2018-05-18 04:31:53,b'The F&amp;O Show #BQLive\n- What strategies to use when markets are indecisive\n- Why are traders unwinding position in p\xe2\x80\xa6 https://t.co/nIV87397RA'
997333458065113088,2,0,2018-05-18 04:30:00,"b'#BQOpinion | The #KarnatakaElections were a microcosm of what to expect in the general elections in 2019, says\xe2\x80\xa6 https://t.co/MXjIFHNEyR'"
997329683086757889,2,3,2018-05-18 04:15:00,b'Tata Steel is preparing a $1.7 billion loan to help fund its purchase of assets from Bhushan Steel.\xe2\x80\xa6 https://t.co/rluVRwNQ15'
997327943784284160,1,1,2018-05-18 04:08:05,"b'NCLT asks Jaiprakash Associates to return Jaypee Infra\xe2\x80\x99s land; reverses previous transactions, reports @visshy_it.\xe2\x80\xa6 https://t.co/tOcv2pD4tL'"
997327683917885440,1,1,2018-05-18 04:07:03,"b""#BQLive\nDecoding March quarter earnings with Escorts' Bharat Madan and Bajaj Finserv's S Sreenivasan. https://t.co/RkKLl7M37Z"""
997327130181582850,4,1,2018-05-18 04:04:51,"b'#BQMoney | Indian rupee opens weaker, but trades sub-68 vs the dollar. \nhttps://t.co/ow1TkS7Wxj https://t.co/3wEGwN5ne6'"
997326808235192320,1,1,2018-05-18 04:03:35,b'#BQMarketsNow | Indian bonds drop as yield on benchmark paper rises to 7.9% again.\nhttps://t.co/ow1TkS7Wxj https://t.co/DqNCfod2Ul'
997326671433777152,5,3,2018-05-18 04:03:02,"b'Brokerages slash Voltas\xe2\x80\x99 price targets on slowing demand, rising competition.\nhttps://t.co/DqKDVbNSz5 https://t.co/ohEJQT5foH'"
997325908754104320,1,1,2018-05-18 04:00:00,"b'Better realisations and improved cost savings aid operational performance of Indian steelmakers, reports\xe2\x80\xa6 https://t.co/zqsbRfebji'"
997324759019892741,2,1,2018-05-18 03:55:26,"b'#BQMarketsNow | Sensex, Nifty open lower; L&amp;T, Axis Bank among top losers\nhttps://t.co/QIBpMuU1w7 https://t.co/inbxErtWeE'"
997324131166109702,2,3,2018-05-18 03:52:56,b'#BQStocks | Shares of SRF decline nearly 6%.\nhttps://t.co/ow1TkS7Wxj https://t.co/J8uoOSeSJV'
997323891587534848,2,1,2018-05-18 03:51:59,b'#BQStocks | Voltas opens more than 5% lower.\n https://t.co/ow1TkS7Wxj https://t.co/Y0EzXHnp8S'
997323772678946821,1,1,2018-05-18 03:51:31,b'#BQStocks | JK Tyre gains more than 7% in opening trade.\nhttps://t.co/ow1TkS7Wxj https://t.co/4bUzoBFzkM'
997322132844523520,0,0,2018-05-18 03:45:00,b'PayPal to buy iZettle for $2.2 billion to compete with Square.\nhttps://t.co/9Mxa8es6Mg https://t.co/m5BML2SOHO'
997318478506876928,0,0,2018-05-18 03:30:29,b'#BQMoney | RBI purchases may support bonds; rupee set to dip.\nhttps://t.co/ow1TkS7Wxj https://t.co/XeVQHIZD1D'
997318359145373696,0,0,2018-05-18 03:30:00,"b""Oil's rally above $80 stokes fears that demand will suffer.\nhttps://t.co/y7BcVRFiTg https://t.co/gNzZlyPbhr"""
997314583948820481,2,1,2018-05-18 03:15:00,b'Opposition plays \xe2\x80\x98tit for tat\xe2\x80\x99 but can other Governors be asked to follow Governor Vajubhai Vala\xe2\x80\x99s decision?\xe2\x80\xa6 https://t.co/CN4qxVdfzv'
997313324155944960,0,0,2018-05-18 03:10:00,"b""A quick look at the stories you might've missed...\nhttps://t.co/KMfPwF67p1 https://t.co/ESj0zV7hso"""
997310810111201281,1,3,2018-05-18 03:00:00,b'ArcelorMittal says it will settle dues to  be eligible for Essar Steel bid.\nhttps://t.co/7eCU2ruoaS https://t.co/IKdPlT39vx'
997310012463702016,0,1,2018-05-18 02:56:50,b'IndianOpen #BQLive\n- The list of companies that have missed the mark in Q4\n- Bajaj Auto to report its earnings toda\xe2\x80\xa6 https://t.co/5aTzX8RfLb'
997309926870433792,4,5,2018-05-18 02:56:30,"b'Biocon need not be too worried about U.S. regulator\xe2\x80\x99s observations, say brokerages. @darshanvmehta1 reports.\xe2\x80\xa6 https://t.co/CzM71uuu7F'"
997308291083419648,2,2,2018-05-18 02:50:00,b'#BQPodcast \n- The hearing on the dispute between the Congress and the BJP in Karnataka will resume today in the Sup\xe2\x80\xa6 https://t.co/nZ85LneDdn'
997307033685839872,0,0,2018-05-18 02:45:00,b'IHH Healthcare extends acceptance period of revised offer for Fortis.\nhttps://t.co/HJf1MuVDY0 https://t.co/OHKnFbXw9J'
997306926215016448,9,6,2018-05-18 02:44:34,b'Indian Oil Corporation raises fuel prices for the 5th day in a row.\nhttps://t.co/0mUDnnTX4q https://t.co/NR2l95gJWN'
997305774891249664,1,0,2018-05-18 02:40:00,b'Here\xe2\x80\x99s how foreign and local funds played the market on Thursday.\nhttps://t.co/KMfPwEOwxt https://t.co/IbqFFPwhox'
997303276910579712,0,3,2018-05-18 02:30:04,"b""First Word #BQLive\n- Biocon's not too worried right now\n- Nagging pain for Sun Pharma's U.S. subsidiary\n- Bajaj Fin\xe2\x80\xa6 https://t.co/ErvAVzD7S4"""
997303257750892544,1,1,2018-05-18 02:30:00,b'Maharashtra mulls new public-private partnership policy for affordable housing. @ChitnisPurva reports.\xe2\x80\xa6 https://t.co/4bS9FZrUQv'
997300741881688064,1,0,2018-05-18 02:20:00,b'How Indian ADRs fared overnight.\nhttps://t.co/KMfPwEOwxt https://t.co/JdDBn85hgB'
997299483997343746,2,4,2018-05-18 02:15:00,"b'#BQOpinion | RBI must review how its policies have contributed to the growth of the rupee carry trade over time, wr\xe2\x80\xa6 https://t.co/xxCWGKdQhL'"
997298421240233984,1,1,2018-05-18 02:10:47,b'Your Friday morning briefing. \nhttps://t.co/BPqQCBp3jX https://t.co/OIfTHREiMN'
997297941189545984,3,1,2018-05-18 02:08:52,"b""Here's a quick look at corporate insider trades reported on Thursday.\nhttps://t.co/KMfPwF67p1 https://t.co/ZVrRdN3Nr9"""
997296295546007552,1,1,2018-05-18 02:02:20,b'All you need to know going into trade today.\nhttps://t.co/KMfPwF67p1 https://t.co/82beRTyGtv'
997295745404407808,0,2,2018-05-18 02:00:09,"b""All You Need To Know #BQLive\n- Analysing JK Tyre's strong Q4 performance\n- Reebok turns to 3-D technology\n- What's\xe2\x80\xa6 https://t.co/fL7GSSZUb7"""
997295710851813376,2,0,2018-05-18 02:00:00,"b'Numetal offers over Rs 37,000 crore for Essar Steel in the second round of bidding.\nhttps://t.co/heuWEKvdm1 https://t.co/Aa7EdpSTVn'"
997295587794927616,1,1,2018-05-18 01:59:31,b'A warning signal for global stock markets is flashing in Japan.\nhttps://t.co/18C6goiODo https://t.co/hs2CMTjkhH'
997293768519835648,0,0,2018-05-18 01:52:17,b'#BQMarketsNow | Asian equities start trading on a positive note this Friday morning.\nhttps://t.co/Urko0JbWz0 https://t.co/ep7Z7XR6D8'
997293510305857537,1,0,2018-05-18 01:51:16,b'China is said to offer President Trump $200 billion cut in U.S. trade deficit.\nhttps://t.co/HeVZ3zfdxA https://t.co/c4isdKvNl4'
997292703573405696,0,4,2018-05-18 01:48:03,b'Is India creating jobs or not? (Via @bopinion) \nhttps://t.co/0oAqOcBopr https://t.co/Q5ZViHJmfr'
997291933339828224,1,6,2018-05-18 01:45:00,"b'India\xe2\x80\x99s record sugar crop is creating risk 9,000 miles away.\nhttps://t.co/YkZwnMwo9c https://t.co/PCZFudpud9'"
997288893954146304,1,4,2018-05-18 01:32:55,"b'#BQPodcast | The weekend is here! @alexandermats &amp; @darshanvmehta1 get you all the top news this morning,\nhttps://t.co/y5ZBmHCQzq'"
997288225428434944,0,2,2018-05-18 01:30:16,"b""DayBreak #BQLive\n- What to expect from Bajaj Q4\n- Analysing U.S. FDA's Form 483 for Biocon\n- China offers Trump pac\xe2\x80\xa6 https://t.co/ld45Q7vXCB"""
997288160194453504,3,1,2018-05-18 01:30:00,"b'BQ Portfolio | Investment fees are eating into your wealth, reports @_nirajshah.\nhttps://t.co/rylwMrpFnS https://t.co/Lv2aLPeJU2'"
997286664576757760,4,0,2018-05-18 01:24:04,b'#BQMoney | Rupee appreciates 9 paise against the dollar.\nhttps://t.co/IFdGeXX5xo https://t.co/LTf8ZMgIbR'
997286517218328576,1,0,2018-05-18 01:23:29,"b'#BQStocks | All 3 US indices closed lower, Dow Jones declined 0.2%.\nhttps://t.co/IFdGeXX5xo https://t.co/RFWolwvrdK'"
997286480912371712,3,1,2018-05-18 01:23:20,b'#BQMarketsNow | Gold closed lower three days this week.\nhttps://t.co/kWThspNJJH https://t.co/46hi5IpLQu'
997286397668048896,1,0,2018-05-18 01:23:00,"b'#BQMarketsNow | Oil trades positive 5th day in a row, pulls back below $80 per barrel. \nhttps://t.co/IFdGeXX5xo https://t.co/7YwF2SoIC8'"
997284345558650881,5,5,2018-05-18 01:14:51,b'What brokerages have to say about Voltas.\nhttps://t.co/boecj5koVs https://t.co/R8t9pC5KiS'
997282385216471040,2,5,2018-05-18 01:07:03,b'#Q4WithBQ | Sun Pharma subsidiary Taro results above analyst estimates.\nhttps://t.co/boecj5koVs https://t.co/EbxfgyCqO4'
997281177495982080,3,1,2018-05-18 01:02:15,"b'#BQMarketsNow | U.S. stocks slip as dollar rises, Treasuries fall.\nhttps://t.co/6728AtZOXz https://t.co/YcD3WPj6NR'"
997279908039606272,5,7,2018-05-18 00:57:13,b'Brokerage calls this morning.\nhttps://t.co/boecj5koVs https://t.co/dqKeHdgaC7'
997277507127726080,0,1,2018-05-18 00:47:40,b'President Trump dashes trade hopes...\nhttps://t.co/2hAfQ6VNuP'
997273058808393728,0,1,2018-05-18 00:30:00,"b'Indian steelmakers witness strong operational performance, but Tata Steel lags.@OnlyNickey reports.\xe2\x80\xa6 https://t.co/q7sRP7ough'"
997257960190545920,4,3,2018-05-17 23:30:00,b'Mumbai\xe2\x80\x99s affordable home dream may remain just that \xe2\x80\x93 a dream. @ChitnisPurva reports.\nhttps://t.co/5pfcNj1pzV https://t.co/ji13uM9vWJ'
997242861283414019,2,3,2018-05-17 22:30:00,b'OnePlus 6 has finally arrived in India.\nhttps://t.co/fKld2LPc2G https://t.co/8E6HupeUU1'
997227760870359046,0,0,2018-05-17 21:30:00,"b'Elon Musk\xe2\x80\x99s master plan: Get out of your Tesla, board a Hyperloop pod till @SpaceX\xe2\x80\x99s base and fly to Mars...\xe2\x80\xa6 https://t.co/mRgSHREjdA'"
997212661162041344,0,2,2018-05-17 20:30:00,b'Millions of computers are at risk of hacks that crack into their core.\nhttps://t.co/tv7K3pEajy https://t.co/Bj6xzhiErb'
997197563349684224,4,1,2018-05-17 19:30:00,b'SEBI further extends the deadline for putting in place a new FPI limits monitoring system till June 1.\xe2\x80\xa6 https://t.co/OUET6ihs24'
997186185842704385,1,1,2018-05-17 18:44:48,b'Pentagon says North Korea\xe2\x80\x99s regime has staked its survival on nuclear weapons.\nhttps://t.co/kzugV6ftOs https://t.co/ICxhncmOYY'
997182465285468160,0,2,2018-05-17 18:30:01,b'The Maharashtra government is planning a new policy under the public private partnership model in a bid to boost af\xe2\x80\xa6 https://t.co/NlYQyJpn6Z'
997180222070931456,6,6,2018-05-17 18:21:06,"b"".@NestleIndia's Chairman Suresh Narayanan on how the Walmart-Flipkart deal could change retail in India and the imp\xe2\x80\xa6 https://t.co/Y8FcFbeRWd"""
997179442404339712,5,5,2018-05-17 18:18:00,"b""The governor's decision on Karnataka can be questioned and can even be subject to considerations of mala fide, says\xe2\x80\xa6 https://t.co/Q67ASVAJkV"""
997178687760908289,1,2,2018-05-17 18:15:00,"b'Put your bitcoins in the money market, writes @matt_levine.\nhttps://t.co/DooP9qfGx7 https://t.co/DbDEoP9T8z'"
997175523678732288,0,2,2018-05-17 18:02:26,b'The original letter of sent by BS Yeddyurappa to the Governor is a crucial price of evidence in the battle for Karn\xe2\x80\xa6 https://t.co/W0Da76bl14'
997174912791011333,1,2,2018-05-17 18:00:00,b'RBI says parent bank  must provide and maintain a minimum capital of $20 million to its IFSC banking unit.\xe2\x80\xa6 https://t.co/wTPvkBkZBA'
997173185375170560,4,7,2018-05-17 17:53:08,"b'Can Bihar, Goa Governors be asked to follow Vala\xe2\x80\x99s playbook? legal experts weigh in. @TamannaInamdar reports.\xe2\x80\xa6 https://t.co/jC5tngPyfn'"
997167364327256064,4,9,2018-05-17 17:30:00,"b'OnePlus 6 makes its India debut starting at Rs 34,999. @aayush_a6 gets you a special unboxing! #OnePlus6Launch\xe2\x80\xa6 https://t.co/cpwUCeD01G'"
997164298316140545,2,2,2018-05-17 17:17:49,"b'Do we need similar guidelines on government formation across all states?  Amitabh Sinha, @MPKTSTulsi, Subhash Kashy\xe2\x80\xa6 https://t.co/DIgsqvqMsl'"
997163791405076480,4,5,2018-05-17 17:15:48,b'Oil rises to $80 for the first time since 2014.\nhttps://t.co/kubxYXjn7T https://t.co/6T0JAy3UlW'
997160719782154240,3,4,2018-05-17 17:03:36,b'#BQLive | @aayush_a6 talks to @oneplus\xe2\x80\x99 Kyle Kiang on how the company maintains an affordable price tag for its fla\xe2\x80\xa6 https://t.co/82Tk9xmDen'
997153018427596800,0,0,2018-05-17 16:33:00,"b""ArcelorMittal says it will settle dues to  be eligible for Essar Steel bid, confirming BloombergQuint's report.\xe2\x80\xa6 https://t.co/bu5E3bIUeO"""
997152265713668101,2,0,2018-05-17 16:30:00,"b""Chocolates, Maggi and coffee boost Nestle India's sales. \nhttps://t.co/UiDIFVfoqk https://t.co/WeVXCiENnh"""
997151678288687104,7,11,2018-05-17 16:27:40,"b'Tit for tat politics begins, as the fight for power in Karnataka boils over to other states. #KarnatakaElections\xe2\x80\xa6 https://t.co/jipP8MAmuk'"
997148489380388864,3,3,2018-05-17 16:15:00,b'Tata Steel  is preparing a $1.7 billion loan to help fund its purchase of assets from Bhushan Steel.\xe2\x80\xa6 https://t.co/wLB1vfmiIN'
997147093771829248,1,6,2018-05-17 16:09:27,"b""Petrol and diesel might get costlier. @ICRALimited's Aditi Nayar speaks to @TamannaInamdar about the likely increas\xe2\x80\xa6 https://t.co/hiptu8AOCS"""
997144723310727169,8,15,2018-05-17 16:00:02,"b'#BQOpinion | #PresidentKovind could well be in Karnataka Governor Vajubhai Vala\xe2\x80\x99s shoes, come 2019, writes\xe2\x80\xa6 https://t.co/1sbSsPRoTd'"
997140939067002880,5,4,2018-05-17 15:45:00,b'Jaypee Infratech is on life support as Supreme Court stays its liquidation. @visshy_it gets you the details.\xe2\x80\xa6 https://t.co/QlGik1LBky'
997138208382058496,4,6,2018-05-17 15:34:09,"b'Elon Musk\xe2\x80\x99s master plan: Get out of your Tesla, board a Hyperloop pod till @SpaceX\xe2\x80\x99s base and fly to Mars.\xe2\x80\xa6 https://t.co/UJjv5mzT0R'"
997137165388845057,3,1,2018-05-17 15:30:00,"b'#BQOpinion | Understanding the rupee nervousness, by Ananth Narayan.\nhttps://t.co/GGw39o36Yv https://t.co/uR85odtxab'"
997133389743321096,2,4,2018-05-17 15:15:00,"b'OnePlus 6 launched in India for Rs 34,999. #OnePlus6Launch \nhttps://t.co/fKld2M6MUe https://t.co/sjQOrD7XVi'"
997132861688827904,2,3,2018-05-17 15:12:54,b'SEBI extends deadline for new FPI limits monitoring system.\nhttps://t.co/khBPAmKbSK https://t.co/ptP5li8RCh'
997131508304482304,1,4,2018-05-17 15:07:32,b'Can the Supreme Court question or change the Governor\xe2\x80\x99s actions? Will the same rules apply in other states? Amitabh\xe2\x80\xa6 https://t.co/myZBDAd5zu'
997129808302690304,1,3,2018-05-17 15:00:46,b'Indian steelmakers report operational beat but Tata Steel lags peers. @OnlyNickey\nhttps://t.co/gHRKzk2aAp https://t.co/aQ1F0sDjZU'
997128401675632641,0,2,2018-05-17 14:55:11,b'RBI tweaks norms for setting up of IFSC banking units.\nhttps://t.co/ohV9Bj0lAo https://t.co/fUmu8qdB4F'
997123109009350658,0,2,2018-05-17 14:34:09,b'RBI asks Dhanlaxmi Bank to \xe2\x80\x98keep in abeyance\xe2\x80\x99 appointment of non-independent director Arun Rao.\xe2\x80\xa6 https://t.co/Oiqj7r8WxZ'
997122102204489728,1,3,2018-05-17 14:30:09,b'Primetime #BQLive\n- How long will the @BSYBJP government last? \n- Congress &amp; RJD counterattack in 4 states. \n- Petr\xe2\x80\xa6 https://t.co/kvQcsoYJAE'
997122069161791488,5,7,2018-05-17 14:30:01,"b'Facebook user data may have gone to Russia, whistle-blower says.\nhttps://t.co/V1C2FOelzL https://t.co/1nMQXN7U08'"
997120604837789697,1,3,2018-05-17 14:24:12,"b'#BQMarketsNow | U.S. stocks slip as dollar gains, Brent hits $80.\nhttps://t.co/RO3WLz4IUw https://t.co/lKJn87wz7u'"
997118290374807552,8,17,2018-05-17 14:15:00,b'Raghuram Rajan says he doesn\xe2\x80\x99t plan to apply for the job of Bank of England governor.\nhttps://t.co/azuMI8dM7y https://t.co/eC0ensVbeV'
