id,number_of_retweets,number_of_favorites,created_at,text
998488626802577408,1,2,2018-05-21 09:00:14,b'#BQMarketsNow | European stocks inch higher as U.S.-China trade dispute on hold.\nhttps://t.co/XUDl9UDxMN https://t.co/QDcy9Sux1f'
998488569969700865,2,3,2018-05-21 09:00:00,b'#Q4WithBQ | Tata Chemicals expects consumer business revenue to double in next 3-4 years. @sharleendsouza speaks to\xe2\x80\xa6 https://t.co/DXvQF5ZGis'
998488016556441600,2,0,2018-05-21 08:57:48,b'RT @BQthefineprint: NCLAT issues notice to Tata Steel over sale of Bhushan Steel.\nhttps://t.co/4gRwLEfIhi https://t.co/Sqo2qv8Bmn'
998484793422766080,0,0,2018-05-21 08:45:00,b'BloombergQuint gets personal about your finances on its new show Portfolio.\nSend us your income and contact informa\xe2\x80\xa6 https://t.co/QatXABGQLF'
998483535026515968,2,4,2018-05-21 08:40:00,b'Find out why analysts prefer Exide over Amara Raja on Hot Money.\n@_nirajshah\nWatch the full show here:\xe2\x80\xa6 https://t.co/lRHGpLgMV7'
998482166529970177,2,0,2018-05-21 08:34:34,"b'RT @BQthefineprint: #BQOpinion | Justice Chelameswar\xe2\x80\x99s legacy: Activism in its true sense, by Alok Prasanna Kumar (@alokpi).\nhttps://t.co/X\xe2\x80\xa6'"
998481077848236032,0,1,2018-05-21 08:30:14,b'Countdown #BQLive\n- A global view on India with BNP Paribas AM.\n- #Q4WithBQ featuring Prabhat Dairy &amp; TTK Prestige.\xe2\x80\xa6 https://t.co/ZuMOZmUdwD'
998481020050591749,0,1,2018-05-21 08:30:00,"b""Charges of Google's 'illegal' search get prime-time TV treatment.\nhttps://t.co/E6jnLxG0aP https://t.co/OUTob2XZOv"""
998478501949788161,1,3,2018-05-21 08:20:00,b'No respite for consumers as fuel prices hit new highs. #FuelPriceRise\nhttps://t.co/YzgTzOBRrJ https://t.co/a1oJFwVoQT'
998477244145262593,0,0,2018-05-21 08:15:00,"b'Investors are getting worried about emerging markets again, and they have at least one good reason.\xe2\x80\xa6 https://t.co/TU2cE2hFlU'"
998473471783993344,0,0,2018-05-21 08:00:01,b'Delhi to become world\xe2\x80\x99s most populous city in a decade.\nhttps://t.co/WzRuecJSGL https://t.co/qMo5T3Ldzd'
998472817959100416,1,1,2018-05-21 07:57:25,"b""TCS' strategic and early investments in digital have positioned it well to benefit from the immense opportunities t\xe2\x80\xa6 https://t.co/HHpkiKf05i"""
998471110655074306,0,3,2018-05-21 07:50:38,b'Hot Money | Ashok Leyland gets thumbs-up from experts despite volume growth concerns.\n@_nirajshah\nWatch the full sh\xe2\x80\xa6 https://t.co/2n23IKvrCZ'
998469694658052096,3,4,2018-05-21 07:45:00,"b""How do you turn your mom's savings into $1 billion? Ask this ex-Google employee. \nhttps://t.co/kK6IBzs2nk https://t.co/MnnIP6ujLY"""
998466125083144192,0,1,2018-05-21 07:30:49,b'Power Lunch #BQLive\n- What Century Textiles deal means for UltraTech Cement\n- IRDAI wants 3 state-run general insur\xe2\x80\xa6 https://t.co/rAjr34eYAa'
998465920262602753,0,0,2018-05-21 07:30:00,"b'The insurance regulator wants three state-run insurers to infuse Rs 10,000 crore to boost their risk buffers and gr\xe2\x80\xa6 https://t.co/mTFA6W0hef'"
998464622653988864,2,3,2018-05-21 07:24:51,"b""Moody's concludes review of Punjab National Bank; downgrades ratings to Ba1 from Baa3, outlook stable.\xe2\x80\xa6 https://t.co/czCBrq9oCT"""
998462144156000256,1,1,2018-05-21 07:15:00,"b'In \xe2\x80\x98Deadpool\xe2\x80\x99 versus \xe2\x80\x98Avengers,\xe2\x80\x99 the foul-mouthed hero wins the weekend.\n(Image Credit: @deadpoolmovie)\xe2\x80\xa6 https://t.co/4H6grlOTF9'"
998460281041768451,2,2,2018-05-21 07:07:36,"b""#Q4WithBQ | Hope that we fully come out of demonetisation, says Manappuram Finance's VP Nandakumar to @YatinMota. https://t.co/EsvrPxs0LV"""
998458597112799232,0,1,2018-05-21 07:00:54,b'Got any stocks or market-related queries? Tweet your questions using #AskBQ. \nWhatsApp | 8291229686\nCall | 022-4540\xe2\x80\xa6 https://t.co/WCYNyPH5R4'
998458563130413056,0,3,2018-05-21 07:00:46,b'No respite for consumers as fuel prices hit new highs.\nhttps://t.co/2TUAAIbsU0 https://t.co/dGftYcT7g9'
998458369148047360,0,2,2018-05-21 07:00:00,"b'Fortis Healthcare has to admit a new owner to keep the lights on, writes @andymukherjee70.\nhttps://t.co/GOg1Y9piHK https://t.co/lc83S70gJk'"
998457964771000320,0,1,2018-05-21 06:58:23,"b""#Q4WithBQ | Decoding Ashok Leyland's earnings with CFO Gopal Mahadevan.\nRead: https://t.co/guqNc3NpgV\nWatch:\xe2\x80\xa6 https://t.co/om8rNLUxAw"""
998457607902806016,0,0,2018-05-21 06:56:58,b'Why Thermax expects better earnings performance this year.\nhttps://t.co/MUABXWZ9Q3 https://t.co/bVM2g6OHsO'
998455492908236805,3,2,2018-05-21 06:48:34,"b'India Ratings downgrades PNB following Rs 13,000-crore loss.\nhttps://t.co/csgVSIOuUD https://t.co/OUFY7wQyl4'"
998454757487394816,0,0,2018-05-21 06:45:39,"b""Malaysia's economic fortunes lie in the hands of these 5 people.\nhttps://t.co/wxOGpOz5s9 https://t.co/wqyvWvcdyn"""
998454595436339200,1,3,2018-05-21 06:45:00,"b'China\xe2\x80\x99s Wealth Gap: Teslas for the rich, footpaths for the poor\nhttps://t.co/Qhii5fVom6 https://t.co/oVcs9V0Yt7'"
998453560315531264,0,2,2018-05-21 06:40:53,b'Japanese exports rebound in April after weak March reading.\nhttps://t.co/SWwZfubvne https://t.co/La6Xg826S1'
998452052622651392,1,1,2018-05-21 06:34:54,b'Indostar Capital Finance listed at a premium of 4.9%. @Ridhima__Saxena speaks to Executive Vice-Chairman &amp; CEO R Sr\xe2\x80\xa6 https://t.co/hpDGh13uVl'
998451827388698624,3,6,2018-05-21 06:34:00,b'Hot Money #BQLive\nSRF: Stock correction an opportunity to buy?\nVoltas: Have valuations run ahead of fundamentals?\nA\xe2\x80\xa6 https://t.co/LJwy5PycW2'
998451049471000576,0,0,2018-05-21 06:30:55,"b'The world is heating up, but not everyone is staying cool. (via @bopinion) \nhttps://t.co/dXmGNY4iPI https://t.co/NCs8LDI0tn'"
998450820336074752,0,2,2018-05-21 06:30:00,"b'Elon Musk\xe2\x80\x99s Model 3, once touted as Tesla\xe2\x80\x99s $35,000 car for the masses, can now set a buyer back almost $80,000.\xe2\x80\xa6 https://t.co/O5BjD5GuZt'"
998449341822988288,2,3,2018-05-21 06:24:08,"b""#Q4WithBQ | FY18 was a challenging year, says Ashok Leyland's Gopal Mahadevan.\nhttps://t.co/G5zMfCdpGc https://t.co/kzOYKfoirF"""
998448259210211328,4,1,2018-05-21 06:19:49,b'#BQStocks | Tyre stocks drop as rubber prices in China rise 5%.\nhttps://t.co/5hdoGI3CHG https://t.co/P42rygGctP'
998447044456009729,3,5,2018-05-21 06:15:00,"b'Congress in #Karnataka, contrary to expectations, did not roll up and play dead, writes @mihirssharma.\xe2\x80\xa6 https://t.co/TMCNzO9jud'"
998444747428524032,1,3,2018-05-21 06:05:52,b'#BQStocks | Tata Motors slips below Rs 300 per share for the first time since February 2016.\nhttps://t.co/Vu6NPnYd0V https://t.co/vCsW9Huo2n'
998444526518718465,0,0,2018-05-21 06:04:59,"b'What Century Textiles deal means for UltraTech Cement, reports @OnlyNickey.\nhttps://t.co/zBAcpMWOL1 https://t.co/XufC1GpUmI'"
998443492345970689,5,5,2018-05-21 06:00:53,b'India Ratings downgrades PNB.\nhttps://t.co/Vu6NPnYd0V https://t.co/zeCpE8Rl5t'
998443312414646272,0,1,2018-05-21 06:00:10,b'Trend Spotting #BQLive\n- Q4 fineprint for Ashok Leyland &amp; Manappuram Finance\n- Outlook on demand for white goods &amp;\xe2\x80\xa6 https://t.co/IbS9pYL0PU'
998443272132476928,4,3,2018-05-21 06:00:00,b'The currencies of some of the world\xe2\x80\x99s top oil producers are set to become intertwined.\nhttps://t.co/a83OgEpUoD'
998442400455442432,2,2,2018-05-21 05:56:33,"b'#BQOpinion | What Trump\xe2\x80\x99s pullout from the #IranDeal means for South Asia, by @MichaelKugelman.\xe2\x80\xa6 https://t.co/MrRm4M0vY9'"
998441371567407104,1,0,2018-05-21 05:52:27,b'Two recent regulatory approvals make Indian markets more accessible to U.S. investors. @sajeetkm reports.\xe2\x80\xa6 https://t.co/XLrFknpXpG'
998440769781420033,5,0,2018-05-21 05:50:04,b'RT @BQthefineprint: NCLAT to hear Neeraj Singal plea on Bhushan Steel on May 30. https://t.co/KSnZV5XDnO'
998439495061196801,0,0,2018-05-21 05:45:00,"b'What happens when a bank stops lending, asks @PallaviNahata.\nhttps://t.co/aSSTW0A9YJ https://t.co/j1qyUqOWa0'"
998438510703984645,0,0,2018-05-21 05:41:05,"b'With completion of resolution of Bhushan Steel, IBC institutional system has got firmly established in the country,\xe2\x80\xa6 https://t.co/Hvyn1YH5bf'"
998435720439128065,0,0,2018-05-21 05:30:00,b'Wow! The cheapest airfare to New York from Delhi is via Iceland.\nhttps://t.co/ADVuAJLZ53 https://t.co/gxTHkHnwKs'
998432143192637440,1,0,2018-05-21 05:15:47,"b'Fireside chat with some of the finest trading minds in the country, at @Traderscarnival, brought to your screens ex\xe2\x80\xa6 https://t.co/QrmYkaoi0e'"
998431945011871744,1,0,2018-05-21 05:15:00,b'U.S. and China reach a truce on trade.\nhttps://t.co/q8ZKqPJtpw https://t.co/lnldjPIUME'
998431169602506752,0,0,2018-05-21 05:11:55,"b""Key highlights from Mizuho Bank's Tirthankar Patnaik's conversation on IndianOpen.\n\nWatch the full interaction here\xe2\x80\xa6 https://t.co/hvBtySWJ2s"""
998430019696320513,1,2,2018-05-21 05:07:21,b'Tata Chemicals expects a revival in revenue in FY19. @sharleendsouza reports. \nhttps://t.co/2ZiF6TFpnQ https://t.co/E08fR6AzaO'
998429848069521408,0,0,2018-05-21 05:06:40,b'Indostar Capital Finance lists at 5% premium above issue price.\nhttps://t.co/s6Yf48DoIr https://t.co/gMTtyURpNO'
998428172067618817,1,0,2018-05-21 05:00:00,b'Here are all the highlights from the #RoyalWedding . (Via @TheQuint)\nhttps://t.co/stl5mWrwTo https://t.co/BdKNVtoUeN'
998424395398893569,0,0,2018-05-21 04:45:00,b'Can the OnePlus 6 convert iPhone loyalists? @aayush_a6 &amp; @aadee_ram report.\nhttps://t.co/M28niHBj8y https://t.co/0uuLTlONmm'
998423331362652161,1,4,2018-05-21 04:40:46,"b""#Q4WithBQ | Topline will be substantially higher next year, will see a double-digit number: Thermax's MS Unnikrishn\xe2\x80\xa6 https://t.co/WLJeBKHH4c"""
998422767203569666,2,2,2018-05-21 04:38:32,b'Here\xe2\x80\x99s one reason to worry about emerging markets.\nhttps://t.co/ynmGjeTchM https://t.co/9ZXxbAaoEo'
998421539673419777,2,1,2018-05-21 04:33:39,b'IndoStar Capital lists at 4.9% premium to the issue price of Rs 572 per share.\nhttps://t.co/tnKr1ljOzL https://t.co/07L0Lbd8iG'
998421154099589120,1,0,2018-05-21 04:32:07,"b""The F&amp;O Show #BQLive\n- Put strikes unwinding at all levels paving way for further fall in Nifty?\n- Tata Chemicals'\xe2\x80\xa6 https://t.co/rwjOxkPgpV"""
998420620898533377,3,2,2018-05-21 04:30:00,"b'#ICYMI | In Karnataka, Congress template for 2019 emerges, reports @TamannaInamdar. #KarnatakaFloorTest\xe2\x80\xa6 https://t.co/Mly3vqnq5Y'"
998420126759141376,11,11,2018-05-21 04:28:02,"b'Fuel prices today versus April 24, 2018. \nhttps://t.co/GuFVeqUI9E https://t.co/Ai2PCteUPs'"
998418976660078593,1,2,2018-05-21 04:23:28,"b""Harpal Singh, Sabina Vaisoha and Tejinder Singh Shergill have stepped down from Fortis' board.\nhttps://t.co/kOddbhdYdp"""
998418611797569536,3,5,2018-05-21 04:22:01,b'IndoStar Capital to list at 4.9% premium to the issue price of Rs 572 per share.\nhttps://t.co/tnKr1ljOzL https://t.co/3z2IlhSvuN'
998417939031207936,1,1,2018-05-21 04:19:21,b'#BQStocks | Sugar stocks surge in an otherwise subdued session.\nhttps://t.co/GtboHvhcwj https://t.co/JmXcYn73qU'
998416845555183618,3,0,2018-05-21 04:15:00,"b'#BQOpinion | Where is all the FDI into India really coming from and going to, asks @RichardRossow.\xe2\x80\xa6 https://t.co/9l8PH5th7J'"
998415870945734656,0,1,2018-05-21 04:11:07,"b'#KarnatakaVerdict | National alliance with regional combinations now a possibility, says AK Bhattacharya (\xe2\x80\xa6 https://t.co/ScOJJyVWtf'"
998415060014944257,0,0,2018-05-21 04:07:54,"b""#BQLive\n- Decoding March quarter earnings with Thermax's MS Unnikrishnan and Ashok Leyland's Gopal Mahadevan.\n- Miz\xe2\x80\xa6 https://t.co/teDnmm2Gcu"""
998413071436533760,2,2,2018-05-21 04:00:00,b'#StartupStreet | These Indian startups made it to the London Mayor\xe2\x80\x99s annual list.\nhttps://t.co/CTmMMj8euw https://t.co/vfO7GHQNEJ'
998411895030730752,1,1,2018-05-21 03:55:20,"b'#BQMarketsNow | Sensex, Nifty subdued in opening trade; SBI, ICICI Bank top gainers.\nhttps://t.co/XnZvDRNLgX https://t.co/yTsyiUwcqf'"
998411295077515264,1,3,2018-05-21 03:52:56,b'#BQStocks | Century Textiles &amp; Industries Board Approves Demerger Of Cement Business Into UltraTech Cement.\xe2\x80\xa6 https://t.co/wkJDyqTJvs'
998410390676520960,3,4,2018-05-21 03:49:21,b'#BQStocks | Shares of Kitex Garments decline as much at 18%.\nhttps://t.co/tnKr1ljOzL https://t.co/EsRiLf15uM'
998409874626170880,1,0,2018-05-21 03:47:18,b'#BQMarketsNow | Nifty Bank opens higher after losing for 4 days in a row.\nhttps://t.co/tnKr1ljOzL https://t.co/VS5rHElUb2'
998409627891978242,0,0,2018-05-21 03:46:19,b'#BQMoney | Pressure on rupee may continue; bonds seeing supply.\nhttps://t.co/tnKr1ljOzL https://t.co/ew5kAoSEf6'
998409295652798466,1,0,2018-05-21 03:45:00,"b'China\xe2\x80\x99s got a $46,000 wealth gap problem.\nhttps://t.co/dQownE2zN1 https://t.co/ja0FqQWl9i'"
998409063577743360,3,7,2018-05-21 03:44:04,b'#BQMarketsNow | India 10 year yield higher for the first time in 4 days. \nhttps://t.co/XnZvDRNLgX https://t.co/Z3eJgKrSFW'
998408685243195393,1,2,2018-05-21 03:42:34,b'#BQMoney | Indian rupee depreciates more than 10 paise against the U.S. dollar.\nhttps://t.co/XnZvDRNLgX https://t.co/buswXiuExM'
998407735048716288,1,1,2018-05-21 03:38:48,b'What Macquarie and Credit Suisse have to say about UltraTech Cement.\nhttps://t.co/cricQbuw2V https://t.co/wHbv4WWrAQ'
998405521723002880,0,2,2018-05-21 03:30:00,"b'India is the sixth wealthiest country with a total wealth of $8,230 billion.\nhttps://t.co/2DY4epNQ4b https://t.co/PKVOU6sjGg'"
998405090657497088,1,1,2018-05-21 03:28:17,"b""Markets have not discounted the negatives of a potential trade war, says Manulife Asset Management's Geoff Lewis.\xe2\x80\xa6 https://t.co/JsblgipSVH"""
998404258662727680,4,2,2018-05-21 03:24:59,b'The burden of rising fuel prices.\nhttps://t.co/rNabSgsuGM https://t.co/WHG3OgzqTp'
998401746287374337,1,2,2018-05-21 03:15:00,"b'PNB saw wilful defaults by big borrowers jumped further to Rs 15,199.57 crore in April.\nhttps://t.co/meEp6FkDF7 https://t.co/4vOvARhP27'"
998400882826919936,6,1,2018-05-21 03:11:34,"b'IOC raises petrol &amp; diesel prices, price hike to be effective from today.\nhttps://t.co/yZJ6WyWYHi https://t.co/6aIm93ftHt'"
998400487807504384,0,1,2018-05-21 03:10:00,"b""A quick look at the stories you might've missed.\nhttps://t.co/mhrJbjdQob https://t.co/Ca1LNtlj3G"""
998399007939612672,1,2,2018-05-21 03:04:07,b'IndianOpen #BQLive\n- Stocks to watch \n- Earnings analysis\n- Trading strategies https://t.co/fz3Jm6snth'
998397971199873026,4,6,2018-05-21 03:00:00,b'Finance ministry expects banks to recover over Rs 1 lakh crore with resolution of 12 major NPAs.\xe2\x80\xa6 https://t.co/CYmr4On6da'
998395455192162304,0,0,2018-05-21 02:50:00,b'#BQPodcast | \n- HD Kumaraswamy to form government on Wednesday.\n- Petrol and diesel prices climbed to all-time high\xe2\x80\xa6 https://t.co/HrOagKEMus'
998394196162625537,0,6,2018-05-21 02:45:00,"b'PM Modi should order probe into BJP\xe2\x80\x99s bid for horse-trading in Karnataka, says Congress.\nhttps://t.co/gGTrHCdnJl https://t.co/zERLLvSB6D'"
998392938924306436,1,4,2018-05-21 02:40:00,b'Here\xe2\x80\x99s how foreign and local funds played the market last Friday.\nhttps://t.co/mhrJbjdQob https://t.co/ssnwgEXaBq'
998390529716051968,2,3,2018-05-21 02:30:26,b'First Word #BQLive\n- U.S. and China reach a truce on trade\n- What will Century Textiles get from its merger with Ul\xe2\x80\xa6 https://t.co/20PwsQ7vhB'
998390421603549184,2,1,2018-05-21 02:30:00,b'#GST roadblocks hit Patanjali\xe2\x80\x99s growth in FY18.\nhttps://t.co/wIM4xE3eWD https://t.co/Z8GKa8qKlx'
998386819182903296,1,0,2018-05-21 02:15:41,b'President Trump has ordered the Justice Department to probe possible infiltration of his campaign by the Obama admi\xe2\x80\xa6 https://t.co/9pJRfPwcQG'
998386646570561537,5,2,2018-05-21 02:15:00,"b'Petrol, diesel touch all-time highs as oil companies hike rates.\nhttps://t.co/fmHhQlxghH https://t.co/HmUgOWIwa1'"
998385388380045313,2,1,2018-05-21 02:10:00,b'How Indian ADRs fared last Friday.\nhttps://t.co/mhrJbiWeZB https://t.co/GpoU1fanVO'
998385295144841217,2,1,2018-05-21 02:09:38,b'#BQStocks | Stocks that need to be on your radar today.\nhttps://t.co/ezATXarOE9 https://t.co/SRNFUZgidy'
998384330454941698,1,3,2018-05-21 02:05:48,"b'At $78,000, Tesla moves mass-market Model 3 beyond the masses.\nhttps://t.co/bwUZeMY0IF https://t.co/1eKPrzVNd5'"
998383441832951808,1,2,2018-05-21 02:02:16,b'All You Need To Know #BQLive\n- How are rising fuel prices hurting the common man\n- Will travel to New York become c\xe2\x80\xa6 https://t.co/R3ybieVTkx'
998382873215287296,1,0,2018-05-21 02:00:00,b'Jaiprakash Associates to appeal against NCLT order.\nhttps://t.co/iosPIRNmjG https://t.co/N5vNJCJ8mA'
998382438098219009,2,2,2018-05-21 01:58:16,"b'Fortis directors deserve a discharge slip, writes @andymukherjee70.\nhttps://t.co/mJ4mZViUsq https://t.co/BXLPhoChYM'"
998381596280418304,3,1,2018-05-21 01:54:56,"b""Here's a lineup of all major corporate meetings over the next few days.\nhttps://t.co/7IgDJKh1wN https://t.co/kFjxk7WEU2"""
998380720820142080,3,2,2018-05-21 01:51:27,b'#BQMarketsNow | Shanghai rubber price trades with positive bias 3rd day in a row.\nhttps://t.co/9WLglbmzjV https://t.co/eBIYtUIzjI'
998380376581013505,2,2,2018-05-21 01:50:05,b'#BQMarketsNow | Asian equities trade higher this Monday morning.\nhttps://t.co/9WLglbmzjV https://t.co/AvoeBqKurR'
998380123261812737,1,1,2018-05-21 01:49:05,b'#BQMarketsNow | Hang Seng trades higher for second straight day.\nhttps://t.co/9WLglbmzjV https://t.co/sHKeFiBERx'
998379654808399872,6,8,2018-05-21 01:47:13,b'All you need to know going into trade today.\nhttps://t.co/7IgDJKh1wN https://t.co/u1qgCi8g16'
998379097398153217,2,0,2018-05-21 01:45:00,b'Independent director quits Fortis board ahead of shareholders meet.\nhttps://t.co/VDVGWTJUCp https://t.co/uJWHzutF4M'
998378640675979264,2,3,2018-05-21 01:43:11,b'#BQPodcast | Good morning! @alexandermats &amp; @shraddha_babla get you all the news to kick-start your day.\nhttps://t.co/Hn2okChQUI'
998378241537687552,0,4,2018-05-21 01:41:36,"b'Three state-run insurers may need Rs 10,000 crore capital before merger, reports @Ridhima__Saxena.\xe2\x80\xa6 https://t.co/FoduQekNMx'"
998377295587852289,0,1,2018-05-21 01:37:50,"b'India\xe2\x80\x99s opposition shows signs of life, writes @mihirssharma. \n#KarnatakaElections \nhttps://t.co/WUWCdU4fwL https://t.co/0acO50aeYj'"
998376278976741376,1,0,2018-05-21 01:33:48,"b""Crude oil\xe2\x80\x99s surge is putting the 'petro' back in petrocurrencies.\nhttps://t.co/IF6PKOXQuc https://t.co/pucavY1rhQ"""
998375321912033280,1,1,2018-05-21 01:30:00,"b'Century Textiles to spin off cement business, merge it with UltraTech.\nhttps://t.co/sFO4N8jrm9 https://t.co/vNh9szV2Yl'"
998375311271186434,0,1,2018-05-21 01:29:57,"b""DayBreak #BQLive\n- The contours of UltraTech &amp; Century Textiles' deal\n- What to expect from Indostar listing\n- U.S.\xe2\x80\xa6 https://t.co/2oKOasJ108"""
998371547952898048,3,0,2018-05-21 01:15:00,b'How the newly-declared economic truce between the U.S. and China could prove to be temporary. \nhttps://t.co/pNYuaRczzJ'
998371459570458627,0,2,2018-05-21 01:14:39,b'#BQStocks | Dow Jones closed lower for the 3rd time in last 4 weeks.\nhttps://t.co/HxJNUAGV45 https://t.co/2NKAxxeOud'
998371144993402880,0,3,2018-05-21 01:13:24,b'#BQMarketsNow | Base metals index snapped 2-day winning streak. Individual metals closed mixed on LME.\xe2\x80\xa6 https://t.co/f7Jn9JoBvC'
998369343514730496,0,1,2018-05-21 01:06:14,b'#BQMarketsNow | Mnuchin says U.S. puts trade war against China on hold for now. Oil gains 0.5% after losing 1% on F\xe2\x80\xa6 https://t.co/hLt9b8iza4'
998368953914114049,7,14,2018-05-21 01:04:42,b'Brokerage calls this morning. https://t.co/wLRvalHs3q'
998364369137254402,4,3,2018-05-21 00:46:28,"b'U.S. and China reach a truce on trade, and more.\nhttps://t.co/NCK8fduZQI'"
998360223587987456,1,0,2018-05-21 00:30:00,"b'Foreign investors pulled out nearly Rs 18,000 crore from capital markets so far this month.\nhttps://t.co/aOsdVtSisH https://t.co/9AlJtoyEJF'"
998345123867037696,1,0,2018-05-20 23:30:00,"b'PNB saw wilful defaults by big borrowers slipping further to Rs 15,199.57 crore in April over the previous month.\xe2\x80\xa6 https://t.co/g8WKwJNNz6'"
998330025073086464,0,1,2018-05-20 22:30:00,b'Elon Musk reveals the specifications for two new versions of the Model 3.\nhttps://t.co/8nJ2n1WPz0 https://t.co/z7knaQ3qqd'
998314924169351168,0,0,2018-05-20 21:30:00,b'Some of the world\xe2\x80\x99s biggest companies - including Apple - are  racing to see who\xe2\x80\x99s fastest at building smarter mach\xe2\x80\xa6 https://t.co/wzBE4RvG4L'
998302833358311424,0,3,2018-05-20 20:41:57,b'RIL has received environment clearance for the expansion of its petrochemical complex in Raigad.\xe2\x80\xa6 https://t.co/V439s59vzo'
998284725029552128,8,3,2018-05-20 19:30:00,"b'PNB refused to disclose details of the audit  that led to detection of over Rs 13,000 crore fraud at the company.\xe2\x80\xa6 https://t.co/IhFDFUdhJE'"
998269628131565569,11,15,2018-05-20 18:30:00,"b""More than 75% of a bank's deposits go into loans. So what happens when a bank like Dena Bank is asked to stop lendi\xe2\x80\xa6 https://t.co/AktgMcg2Py"""
998265850770673664,1,0,2018-05-20 18:15:00,"b'In a rare interview, Bitmain\xe2\x80\x99s Jihan Wu talks about his plans to take on Nvidia, Intel, and AMD.\xe2\x80\xa6 https://t.co/jeFc1w04Qt'"
998262078543728640,4,11,2018-05-20 18:00:00,"b'Patanjali, which recorded 111% growth in financial year 2017, is now expecting marginal growth on account of #GST.\xe2\x80\xa6 https://t.co/EW9FLsnobr'"
998258301165912065,0,1,2018-05-20 17:45:00,b'Facebook rethinks news organizations as political advertisers.\nhttps://t.co/3BnGfe4Vlh https://t.co/KQd2nswYvt'
998254527252840448,4,5,2018-05-20 17:30:00,b'Delhi to become world\xe2\x80\x99s most populous city in a decade.\nhttps://t.co/WzRued1tyj https://t.co/RclVhsZOPt'
998250751221612544,0,6,2018-05-20 17:15:00,"b'PNB saw wilful defaults by big borrowers slipping further to Rs 15,199.57 crore in April over the previous month.\xe2\x80\xa6 https://t.co/Mls0xq9o0W'"
998246985550327808,8,14,2018-05-20 17:00:02,"b'India working on unmanned tanks, vessels, robotic weaponry for future wars.\nhttps://t.co/g6WyJoemPN https://t.co/z5pgLspdxI'"
998243201935785984,12,25,2018-05-20 16:45:00,b'Finance ministry expects banks to recover over Rs 1 lakh crore with resolution of 12 major NPAs.\xe2\x80\xa6 https://t.co/opo2RuiRlJ'
998239428047974400,0,2,2018-05-20 16:30:00,b'Independent Director Lt Gen Tejinder Singh Shergill quits Fortis Board ahead of shareholders meet.\xe2\x80\xa6 https://t.co/lZk7wKDCWO'
998235651609841664,3,9,2018-05-20 16:15:00,b'India is the sixth wealthiest country in the world. U.S. tops that list followed by China and Japan.\xe2\x80\xa6 https://t.co/kcw9AdcGrF'
998232509115609091,12,11,2018-05-20 16:02:31,"b'Narendra Modi should order probe into BJP\xe2\x80\x99s bid for horse-trading in #Karnataka, Says Congress.\xe2\x80\xa6 https://t.co/MUjLEmpVEf'"
998231877709455361,8,3,2018-05-20 16:00:00,b'Wow! The cheapest airfare to New York from Delhi is via Iceland.\nhttps://t.co/ADVuAK3AtD https://t.co/7iTyzdibDm'
998230494985646080,0,5,2018-05-20 15:54:30,b'Prince Harry and Meghan Markle are now husband &amp; wife. #RoyalWedding \nhttps://t.co/rNdnHxJ1LB https://t.co/MekTFdbtOH'
998228102693220352,2,3,2018-05-20 15:45:00,b'We will be aligning with like-minded parties in order to oppose the BJP\xe2\x80\x9d says senior Congress leader @KapilSibal.\xe2\x80\xa6 https://t.co/z2QqVxQWXM'
998224326888325120,8,6,2018-05-20 15:30:00,b'#BQOpinion | @Raghav_Bahl on what the Flipkart-Walmart deal headline should have been.\nhttps://t.co/HJ7R6lLDeo https://t.co/xk1UhPcT3X'
998220553369485313,4,11,2018-05-20 15:15:00,b'BQ Portfolio | Experts like Saurabh Mukherjea and others help Rajesh Nair design his portfolio so that he can buy h\xe2\x80\xa6 https://t.co/D7VsvLAW9N'
998216780278521856,1,3,2018-05-20 15:00:01,"b""Is the RBI's decision to ask a bank like Dena Bank to stop lending a conceptually bad idea?\nhttps://t.co/7aqVXyTSwa https://t.co/aNV5FW6bn2"""
998213624123412480,7,8,2018-05-20 14:47:28,"b'5 of 10 most valued firms lose Rs 57,333 crore in market valuation.\nhttps://t.co/83cwsz0hYs https://t.co/zadNjZB1lm'"
998209231122829313,0,0,2018-05-20 14:30:01,b'Jaiprakash Associates to appeal against NCLT order. https://t.co/rjiLweFFqq https://t.co/6T1zPME2p7'
998205453061390339,5,8,2018-05-20 14:15:00,"b'Cheap aluminium dumping by China is the biggest concern for Hindalco in FY19 says Satish Pai, Managing Director of\xe2\x80\xa6 https://t.co/vBMK2MKwId'"
998203279778594816,11,33,2018-05-20 14:06:22,"b'Government to soon come out with a solution for rising fuel prices, says oil minister.\nhttps://t.co/TbyA0gPRAH https://t.co/k4nQIjYZHz'"
998201684793769985,1,4,2018-05-20 14:00:02,b'Independent Director quits Fortis Board ahead of shareholders meet.\nhttps://t.co/MjT12egsk2 https://t.co/N85r7KLBzI'
998200055696773120,7,9,2018-05-20 13:53:33,"b'U.S. is putting #tradewar and China tariffs on hold, says Treasury Secretary. https://t.co/DvRyGAk7Ho'"
998198897641074688,10,14,2018-05-20 13:48:57,"b'India is working on unmanned tanks, vessels, robotic weaponry for future wars.\nhttps://t.co/g6WyJoemPN https://t.co/5OAeDQK8UR'"
998194240030101504,2,0,2018-05-20 13:30:27,b'How should companies equip themselves to deal with the General Data Protection Regulation? \n@PayaswiniLLB\n\nWatch th\xe2\x80\xa6 https://t.co/DgxTNxbAMu'
